State/UT,District,Year,MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,ROBBERY,BURGLARY,RIOTS,DOWRY DEATHS,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL CRIMES
ODISHA,SONEPUR,2011,88,1,18,62,60,2,38,120,334,30,152,0,172,1306,2321
ODISHA,SONEPUR,2011,38,6,16,62,48,14,13,43,137,13,15,0,73,685,1101
ODISHA,SONEPUR,2011,51,7,26,66,56,10,14,58,124,31,26,0,94,626,1123
ODISHA,SONEPUR,2011,100,2,17,119,94,25,40,67,257,39,39,0,411,1178,2269
ODISHA,SONEPUR,2011,74,2,21,118,81,37,14,117,245,32,67,0,89,2290,3069
ODISHA,SONEPUR,2011,57,2,9,57,36,21,29,61,157,33,17,0,79,870,1371
ODISHA,SONEPUR,2011,85,10,23,106,94,12,36,127,216,12,17,0,294,971,1897
ODISHA,SONEPUR,2011,96,4,16,64,48,16,35,76,140,40,72,0,129,1964,2636
ODISHA,SONEPUR,2011,65,1,13,76,52,24,40,108,214,37,59,0,68,455,1136
ODISHA,SONEPUR,2011,71,43,34,128,97,31,17,82,489,38,284,0,157,1658,3001
ODISHA,SONEPUR,2011,155,9,23,155,63,92,70,161,262,56,47,0,495,1545,2978
ODISHA,SRP(CUTTACK),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
ODISHA,SRP(CUTTACK),2011,0,0,0,0,0,0,0,1,0,0,0,0,0,15,16
ODISHA,SRP(CUTTACK),2011,3,0,5,8,7,1,0,29,21,0,5,0,27,417,515
ODISHA,SRP(CUTTACK),2011,21,2,32,68,55,13,4,219,85,1,42,0,7,1677,2158
ODISHA,SRP(CUTTACK),2011,2,0,6,1,1,0,0,18,10,1,1,0,28,64,131
ODISHA,SRP(CUTTACK),2011,13,0,20,13,12,1,0,68,23,0,21,0,36,553,747
ODISHA,SRP(CUTTACK),2011,0,0,1,0,0,0,0,1,0,0,0,0,5,92,99
ODISHA,SRP(CUTTACK),2011,13,0,26,17,16,1,0,100,81,0,40,0,53,982,1312
ODISHA,SRP(CUTTACK),2011,20,2,22,24,24,0,2,171,83,0,16,0,103,1968,2411
ODISHA,SRP(CUTTACK),2011,9,0,12,17,17,0,1,61,64,0,23,0,60,446,693
ODISHA,SRP(CUTTACK),2011,14,0,11,13,13,0,1,89,35,0,16,0,43,297,519
ODISHA,SRP(CUTTACK),2011,6,1,11,12,10,2,1,46,32,0,39,0,71,457,676
ODISHA,SRP(ROURKELA),2011,130,6,168,212,191,21,10,995,530,4,239,0,563,8102,10959
ODISHA,SRP(ROURKELA),2011,7,0,18,112,108,4,9,109,139,0,6,0,28,643,1071
ODISHA,SRP(ROURKELA),2011,6,0,4,26,26,0,4,25,22,0,3,0,22,320,432
ODISHA,SRP(ROURKELA),2011,3,2,1,59,57,2,2,39,83,0,3,0,0,221,413
ODISHA,SRP(ROURKELA),2011,6,0,12,77,73,4,3,87,68,0,1,0,0,596,850
ODISHA,SRP(ROURKELA),2011,5,3,8,101,100,1,4,99,166,0,2,0,11,515,914
ODISHA,SRP(ROURKELA),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SRP(ROURKELA),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,SRP(ROURKELA),2011,8,0,16,47,43,4,0,42,27,0,20,0,3,417,580
ODISHA,SRP(ROURKELA),2011,4,2,9,32,30,2,0,32,68,0,1,0,8,235,391
ODISHA,SRP(ROURKELA),2011,4,0,6,33,33,0,2,23,54,0,1,0,10,213,346
ODISHA,SRP(ROURKELA),2011,18,2,35,68,61,7,2,256,56,3,51,0,120,2532,3143
ODISHA,SUNDARGARH,2011,38,3,27,30,24,6,39,168,287,5,96,0,0,2216,2909
ODISHA,SUNDARGARH,2011,23,0,6,6,3,3,10,102,87,1,38,0,5,956,1234
ODISHA,SUNDARGARH,2011,35,7,11,17,15,2,31,141,218,6,93,0,0,1473,2032
ODISHA,SUNDARGARH,2011,26,0,7,23,18,5,52,131,87,3,56,0,9,828,1222
ODISHA,SUNDARGARH,2011,26,0,0,7,5,2,6,37,120,2,22,0,0,746,966
ODISHA,SUNDARGARH,2011,25,0,5,10,5,5,7,52,97,0,32,0,120,441,789
ODISHA,SUNDARGARH,2011,93,2,36,85,73,12,83,252,431,2,153,0,17,1791,2945
ODISHA,SUNDARGARH,2011,56,4,27,27,25,2,99,290,194,32,264,0,0,2872,3865
ODISHA,SUNDARGARH,2011,23,1,13,22,0,22,10,71,256,0,74,0,181,1128,1779
ODISHA,SUNDARGARH,2011,14,1,4,12,11,1,14,51,63,1,28,0,36,328,552
ODISHA,SUNDARGARH,2011,33,0,16,11,5,6,9,108,41,5,57,0,3,794,1077
ODISHA,SUNDARGARH,2011,37,0,17,18,13,5,19,78,190,3,23,0,2,1070,1457
PUNJAB,TARN TARAN,2011,46,6,91,26,25,1,57,401,0,32,112,8,183,2267,3229
PUNJAB,TARN TARAN,2011,94,1,131,106,104,2,55,381,87,37,156,0,257,4006,5311
PUNJAB,TARN TARAN,2011,66,4,83,20,13,7,44,300,29,20,109,0,328,2696,3699
PUNJAB,TARN TARAN,2011,31,5,61,12,11,1,9,99,25,9,27,0,111,1687,2076
PUNJAB,TARN TARAN,2011,45,0,80,22,17,5,17,154,20,21,108,0,0,2073,2540
PUNJAB,TARN TARAN,2011,49,0,50,13,10,3,26,135,28,8,7,0,130,611,1057
PUNJAB,TARN TARAN,2011,14,0,18,11,7,4,8,31,27,2,9,0,37,264,421
PUNJAB,TARN TARAN,2011,55,3,93,27,18,9,45,149,52,13,65,0,228,2494,3224
PUNJAB,TARN TARAN,2011,29,0,32,32,31,1,9,137,8,16,45,0,89,1550,1947
PUNJAB,TARN TARAN,2011,44,1,82,26,26,0,29,175,46,11,76,0,183,2612,3285
PUNJAB,TARN TARAN,2011,43,7,43,25,24,1,9,82,30,13,59,0,143,1094,1548
PUNJAB,TARN TARAN,2011,37,7,76,23,23,0,45,131,52,18,36,10,100,1396,1931
RAJASTHAN,TONK,2011,44,0,10,50,50,0,114,180,1,3,90,0,276,3054,3822
RAJASTHAN,TONK,2011,28,0,8,60,56,4,39,55,18,1,22,0,293,1503,2027
RAJASTHAN,TONK,2011,72,0,12,64,52,12,48,127,146,7,29,0,450,2326,3281
RAJASTHAN,TONK,2011,71,1,21,94,88,6,156,198,183,12,73,0,491,3406,4706
RAJASTHAN,TONK,2011,35,0,7,25,18,7,85,106,25,5,71,0,123,1467,1949
RAJASTHAN,TONK,2011,44,0,13,34,32,2,25,62,60,5,12,0,254,2881,3390
RAJASTHAN,TONK,2011,38,0,8,63,55,8,29,90,53,1,14,0,428,2912,3636
RAJASTHAN,TONK,2011,17,0,6,7,7,0,14,50,10,0,4,0,57,875,1040
RAJASTHAN,TONK,2011,14,0,7,25,25,0,32,42,11,1,3,0,158,951,1244
RAJASTHAN,TONK,2011,35,1,7,43,41,2,36,76,55,0,18,0,304,2313,2888
RAJASTHAN,TONK,2011,42,0,6,53,51,2,22,101,86,1,9,0,228,2113,2661
RAJASTHAN,TONK,2011,70,1,35,108,100,8,40,112,231,4,51,0,563,2869,4084
SIKKIM,SOUTH,2011,71,4,8,58,49,9,39,116,229,29,33,0,94,2328,3009
SIKKIM,SOUTH,2011,110,15,18,233,147,86,69,148,352,76,59,0,213,2064,3357
SIKKIM,SOUTH,2011,112,2,70,24,16,8,57,401,153,17,72,0,243,1509,2660
SIKKIM,SOUTH,2011,13,0,27,18,18,0,7,109,12,4,16,0,90,655,951
SIKKIM,SOUTH,2011,4,0,2,0,0,0,2,5,2,1,1,0,3,48,68
SIKKIM,SOUTH,2011,78,0,78,49,33,16,14,59,19,1,36,0,68,604,1006
SIKKIM,SOUTH,2011,34,0,39,5,2,3,36,148,64,5,48,0,142,830,1351
SIKKIM,SOUTH,2011,29,0,5,2,0,2,1,5,0,0,0,0,14,42,98
SIKKIM,SOUTH,2011,43,1,38,22,21,1,23,169,20,4,23,0,181,2183,2707
SIKKIM,SOUTH,2011,1110,28,1053,472,365,107,470,3548,934,104,834,2,2856,25223,36634
SIKKIM,SOUTH,2011,48,6,29,28,17,11,26,318,74,1,18,0,263,1001,1812
SIKKIM,SOUTH,2011,6,0,1,0,0,0,0,8,0,1,8,0,28,138,190
TAMIL NADU,SIVAGANGAI,2011,70,1,80,89,75,14,13,264,32,15,733,0,416,938,2651
TAMIL NADU,SIVAGANGAI,2011,153,4,39,76,58,18,19,240,116,20,424,0,553,2439,4083
TAMIL NADU,SIVAGANGAI,2011,188,28,88,74,69,5,15,236,67,28,259,0,708,1246,2937
TAMIL NADU,SIVAGANGAI,2011,141,14,38,40,33,7,19,331,72,26,384,0,749,999,2813
TAMIL NADU,SIVAGANGAI,2011,101,5,48,84,51,33,19,294,130,36,255,0,778,3065,4815
TAMIL NADU,SIVAGANGAI,2011,61,3,28,85,81,4,18,208,36,7,187,0,460,1278,2371
TAMIL NADU,SIVAGANGAI,2011,135,9,63,84,51,33,30,408,88,27,569,0,506,1245,3164
TAMIL NADU,SIVAGANGAI,2011,88,5,24,100,81,19,15,202,53,11,266,0,495,2009,3268
TAMIL NADU,SIVAGANGAI,2011,21,0,15,36,28,8,10,105,7,3,189,0,149,245,780
TAMIL NADU,SIVAGANGAI,2011,75,5,24,24,20,4,6,88,38,15,89,0,188,365,917
TAMIL NADU,SIVAGANGAI,2011,9,0,0,1,1,0,7,0,7,1,2,0,3,53,83
TAMIL NADU,SIVAGANGAI,2011,40,3,29,28,23,5,7,124,100,8,333,0,287,931,1890
TAMIL NADU,THANJAVUR,2011,84,1,44,54,46,8,74,273,130,8,198,0,255,1609,2730
TAMIL NADU,THANJAVUR,2011,2818,144,1701,1669,1252,417,4249,16313,8556,339,7136,0,13024,45114,101063
TAMIL NADU,THANJAVUR,2011,5,1,2,18,11,7,0,7,7,0,3,0,1,122,166
TAMIL NADU,THANJAVUR,2011,2,0,1,0,0,0,0,1,1,0,0,0,0,26,31
TAMIL NADU,THANJAVUR,2011,7,0,0,7,3,4,0,5,0,0,1,0,0,15,35
TAMIL NADU,THANJAVUR,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
TAMIL NADU,THANJAVUR,2011,17,0,11,36,28,8,1,11,12,0,8,0,0,135,231
TAMIL NADU,THANJAVUR,2011,24,2,17,61,45,16,2,14,22,1,8,0,1,398,550
TAMIL NADU,THANJAVUR,2011,3,0,0,5,1,4,1,7,9,0,0,0,0,60,85
TAMIL NADU,THANJAVUR,2011,4,0,0,0,0,0,2,0,1,0,0,0,0,19,26
TAMIL NADU,THANJAVUR,2011,9,1,21,39,28,11,1,6,17,0,19,0,0,222,335
TAMIL NADU,THANJAVUR,2011,7,0,1,3,0,3,0,1,1,0,0,0,0,17,30
TAMIL NADU,THENI,2011,78,4,53,169,116,53,7,52,70,1,39,0,2,1015,1490
TAMIL NADU,THENI,2011,11,0,3,12,0,12,4,12,0,0,0,0,0,97,139
TAMIL NADU,THENI,2011,11,0,2,6,4,2,2,4,0,0,1,0,5,21,52
TAMIL NADU,THENI,2011,22,0,8,25,9,16,11,36,8,1,8,0,15,102,236
TAMIL NADU,THENI,2011,52,0,43,12,8,4,7,12,0,0,0,0,15,99,240
TAMIL NADU,THENI,2011,36,2,42,20,8,12,28,68,0,0,11,0,47,211,465
TAMIL NADU,THENI,2011,17,1,15,8,5,3,4,13,0,0,0,0,8,98,164
TAMIL NADU,THENI,2011,21,0,17,4,3,1,7,0,0,0,1,3,0,73,126
TAMIL NADU,THENI,2011,170,3,130,87,37,50,63,145,8,1,21,3,90,701,1422
TAMIL NADU,THENI,2011,10,6,35,1,0,1,4,190,0,0,9,0,25,143,423
TAMIL NADU,THENI,2011,4,0,10,0,0,0,0,49,0,0,0,0,0,21,84
TAMIL NADU,THENI,2011,5,0,7,2,0,2,0,18,0,0,0,0,0,34,66
TAMIL NADU,THIRUNELVELI RURAL,2011,1,0,2,1,0,1,0,7,0,0,0,0,4,12,27
TAMIL NADU,THIRUNELVELI RURAL,2011,2,1,13,2,0,2,1,36,0,0,0,0,0,19,74
TAMIL NADU,THIRUNELVELI RURAL,2011,2,1,4,0,0,0,1,10,0,0,0,0,4,12,34
TAMIL NADU,THIRUNELVELI RURAL,2011,1,0,2,0,0,0,0,15,0,0,0,0,4,15,37
TAMIL NADU,THIRUNELVELI RURAL,2011,1,0,4,0,0,0,0,11,0,0,0,0,0,23,39
TAMIL NADU,THIRUNELVELI RURAL,2011,26,8,77,6,0,6,6,336,0,0,9,0,37,279,784
TAMIL NADU,THIRUNELVELI RURAL,2011,15,0,9,24,1,23,46,26,0,0,1,0,7,136,264
TAMIL NADU,THIRUNELVELI RURAL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
TAMIL NADU,THIRUNELVELI RURAL,2011,7,8,0,0,0,0,5,28,0,0,0,0,0,64,112
TAMIL NADU,THIRUNELVELI RURAL,2011,0,1,1,1,0,1,0,0,0,0,0,0,0,1,4
TAMIL NADU,THIRUNELVELI RURAL,2011,3,1,2,2,1,1,3,0,0,0,0,0,3,16,30
TAMIL NADU,THIRUNELVELI RURAL,2011,6,0,2,0,0,0,0,3,1,0,0,0,2,9,23
TAMIL NADU,THIRUNELVELI URBAN,2011,4,0,0,0,0,0,0,1,0,0,0,0,0,7,12
TAMIL NADU,THIRUNELVELI URBAN,2011,4,0,3,0,0,0,1,2,0,0,0,0,0,12,22
TAMIL NADU,THIRUNELVELI URBAN,2011,1,1,2,4,0,4,2,1,0,0,0,0,3,5,19
TAMIL NADU,THIRUNELVELI URBAN,2011,2,0,1,2,0,2,2,0,0,0,0,0,0,18,25
TAMIL NADU,THIRUNELVELI URBAN,2011,4,0,3,1,1,0,0,12,0,0,0,0,0,11,31
TAMIL NADU,THIRUNELVELI URBAN,2011,46,11,23,34,3,31,59,73,1,0,1,0,15,292,555
TAMIL NADU,THIRUNELVELI URBAN,2011,71,0,63,44,39,5,80,162,142,25,58,0,175,1614,2434
TAMIL NADU,THIRUNELVELI URBAN,2011,62,1,75,111,97,14,53,227,45,45,279,0,0,449,1347
TAMIL NADU,THIRUNELVELI URBAN,2011,34,0,21,16,11,5,41,91,82,16,99,0,96,697,1193
TAMIL NADU,THIRUNELVELI URBAN,2011,29,3,13,20,15,5,66,94,26,9,86,0,89,334,769
TAMIL NADU,THIRUNELVELI URBAN,2011,38,0,26,55,51,4,20,81,29,24,138,0,88,1444,1943
TAMIL NADU,THIRUNELVELI URBAN,2011,31,0,52,24,24,0,47,106,81,6,44,0,270,733,1394
TAMIL NADU,THIRUVALLUR,2011,12,0,14,19,16,3,11,22,14,0,15,0,30,74,211
TAMIL NADU,THIRUVALLUR,2011,49,0,34,46,40,6,61,106,33,24,133,0,97,1562,2145
TAMIL NADU,THIRUVALLUR,2011,34,0,35,40,32,8,76,213,41,13,32,0,182,1219,1885
TAMIL NADU,THIRUVALLUR,2011,27,13,19,31,25,6,54,103,27,0,88,0,98,1181,1641
TAMIL NADU,THIRUVALLUR,2011,14,0,15,9,8,1,9,17,6,2,6,0,41,96,215
TAMIL NADU,THIRUVALLUR,2011,58,0,17,32,29,3,77,84,67,22,24,0,115,580,1076
TAMIL NADU,THIRUVALLUR,2011,10,0,11,6,6,0,3,20,29,0,20,0,25,62,186
TAMIL NADU,THIRUVALLUR,2011,85,0,50,51,39,12,88,118,93,32,0,0,74,401,992
TAMIL NADU,THIRUVALLUR,2011,35,0,31,47,42,5,49,88,45,18,75,0,207,567,1162
TAMIL NADU,THIRUVALLUR,2011,64,0,31,49,44,5,64,121,33,30,97,0,398,117,1004
TAMIL NADU,THIRUVALLUR,2011,29,0,27,14,12,2,49,95,44,7,17,0,108,112,502
TAMIL NADU,THIRUVALLUR,2011,38,1,46,23,22,1,29,74,74,9,95,0,35,475,899
TAMIL NADU,THIRUVANNAMALAI,2011,36,0,32,25,21,4,19,48,20,9,41,0,0,165,395
TAMIL NADU,THIRUVANNAMALAI,2011,38,0,41,44,43,1,50,103,31,36,147,0,0,824,1314
TAMIL NADU,THIRUVANNAMALAI,2011,102,14,75,48,44,4,89,87,50,22,110,0,257,284,1138
TAMIL NADU,THIRUVANNAMALAI,2011,20,10,29,30,27,3,66,59,36,10,139,0,110,841,1350
TAMIL NADU,THIRUVANNAMALAI,2011,46,2,53,40,36,4,34,96,64,0,48,0,90,615,1088
TAMIL NADU,THIRUVANNAMALAI,2011,37,0,8,10,10,0,7,20,56,6,19,0,24,114,301
TAMIL NADU,THIRUVANNAMALAI,2011,103,0,76,89,87,2,24,91,17,34,143,0,84,1115,1776
TAMIL NADU,THIRUVANNAMALAI,2011,37,0,25,30,26,4,31,49,29,16,89,0,48,188,542
TAMIL NADU,THIRUVANNAMALAI,2011,34,0,44,44,44,0,11,35,32,2,43,0,77,412,734
TAMIL NADU,THIRUVANNAMALAI,2011,17,0,4,12,10,2,11,32,16,2,20,0,31,446,591
TAMIL NADU,THIRUVANNAMALAI,2011,49,0,21,37,27,10,106,151,75,27,98,0,119,1670,2353
TAMIL NADU,THIRUVANNAMALAI,2011,38,5,32,36,34,2,16,65,36,7,38,0,69,298,640
TAMIL NADU,THIRUVARUR,2011,68,0,26,22,19,3,40,98,39,1,31,0,190,439,954
TAMIL NADU,THIRUVARUR,2011,37,0,30,13,12,1,118,167,79,2,29,0,345,836,1656
TAMIL NADU,THIRUVARUR,2011,20,0,10,4,4,0,15,34,28,3,9,0,37,213,373
TAMIL NADU,THIRUVARUR,2011,4,1,0,3,0,3,15,10,2,0,0,0,0,82,117
TAMIL NADU,THIRUVARUR,2011,8,0,1,0,0,0,8,20,0,1,3,0,2,131,174
TAMIL NADU,THIRUVARUR,2011,63,1,25,15,12,3,46,44,35,5,7,0,167,119,527
TAMIL NADU,THIRUVARUR,2011,1477,51,1112,1139,1008,131,1583,3031,1556,465,2320,0,3778,20509,37021
TAMIL NADU,THIRUVARUR,2011,52,1,16,21,20,1,6,60,0,1,58,0,169,239,623
TAMIL NADU,THIRUVARUR,2011,11,1,5,7,5,2,0,57,0,3,10,0,89,358,541
TAMIL NADU,THIRUVARUR,2011,28,3,13,16,14,2,2,49,0,4,35,0,78,188,416
TAMIL NADU,THIRUVARUR,2011,48,1,37,31,20,11,8,168,0,5,49,0,130,402,879
TAMIL NADU,THIRUVARUR,2011,32,0,20,43,34,9,12,117,0,4,101,0,66,485,880
TAMIL NADU,THOOTHUGUDI,2011,29,8,15,45,40,5,23,146,0,4,74,0,79,553,976
TAMIL NADU,THOOTHUGUDI,2011,76,12,48,94,76,18,14,203,0,14,109,0,265,1023,1858
TAMIL NADU,THOOTHUGUDI,2011,17,2,8,7,6,1,1,42,0,1,20,0,1,339,438
TAMIL NADU,THOOTHUGUDI,2011,13,2,4,9,8,1,5,40,0,4,21,0,118,238,454
TAMIL NADU,THOOTHUGUDI,2011,22,3,21,25,17,8,0,60,0,3,29,0,51,213,427
TAMIL NADU,THOOTHUGUDI,2011,31,4,20,32,25,7,3,91,0,6,53,0,91,277,608
TAMIL NADU,THOOTHUGUDI,2011,6,2,0,1,0,1,0,1,0,0,0,0,0,275,285
TAMIL NADU,THOOTHUGUDI,2011,22,6,12,26,22,4,3,53,0,6,38,0,93,242,501
TAMIL NADU,THOOTHUGUDI,2011,51,5,28,31,23,8,44,118,0,11,72,0,207,315,882
TAMIL NADU,THOOTHUGUDI,2011,41,4,31,32,26,6,31,151,0,6,57,0,143,370,866
TAMIL NADU,THOOTHUGUDI,2011,33,3,16,20,17,3,29,96,0,2,39,0,111,250,599
TAMIL NADU,THOOTHUGUDI,2011,17,4,7,12,8,4,2,55,0,1,10,0,138,272,518
TAMIL NADU,TIRUPPUR,2011,55,7,14,70,61,9,34,68,95,0,53,0,252,1739,2387
TAMIL NADU,TIRUPPUR,2011,65,0,18,50,50,0,52,97,93,3,117,0,561,3319,4375
TAMIL NADU,TIRUPPUR,2011,47,1,10,42,35,7,63,101,22,1,19,0,560,4260,5126
TAMIL NADU,TIRUPPUR,2011,87,0,19,22,22,0,22,97,135,1,25,0,854,4035,5297
TRIPURA,SOUTH,2011,85,0,16,196,150,46,16,87,295,139,53,5,220,1510,2622
TRIPURA,SOUTH,2011,3198,348,934,4268,3050,1218,1381,3629,9768,1413,2607,10,5877,55705,89138
TRIPURA,SOUTH,2011,60,1,4,4,2,2,2,11,0,0,3,0,9,93,187
TRIPURA,SOUTH,2011,93,8,115,115,86,29,83,614,75,13,131,1,405,7724,9377
TRIPURA,SOUTH,2011,66,1,68,9,9,0,11,111,28,0,19,0,176,844,1333
TRIPURA,SOUTH,2011,16,2,23,16,16,0,5,81,37,2,14,0,56,444,696
TRIPURA,SOUTH,2011,45,0,72,16,11,5,10,138,21,3,55,1,63,472,896
TRIPURA,SOUTH,2011,87,5,62,15,10,5,33,242,66,11,32,0,169,1000,1722
TRIPURA,SOUTH,2011,54,1,65,32,32,0,24,143,28,0,36,0,107,1350,1840
TRIPURA,SOUTH,2011,33,0,13,14,8,6,15,172,45,1,10,0,152,598,1053
TRIPURA,SOUTH,2011,95,2,60,230,184,46,720,831,156,19,1390,0,187,10397,14087
TRIPURA,SOUTH,2011,26,2,10,79,77,2,12,101,44,0,143,0,158,1084,1659
UTTAR PRADESH,SITAPUR,2011,109,8,84,77,70,7,8,230,85,20,429,0,359,881,2290
UTTAR PRADESH,SITAPUR,2011,171,5,16,83,83,0,15,247,85,36,198,0,595,854,2305
UTTAR PRADESH,SITAPUR,2011,91,5,17,84,47,37,17,159,84,25,421,0,500,758,2161
UTTAR PRADESH,SITAPUR,2011,120,6,41,73,65,8,4,143,105,15,122,0,489,1122,2240
UTTAR PRADESH,SITAPUR,2011,213,17,89,146,90,56,93,1210,52,51,1411,0,1185,3088,7555
UTTAR PRADESH,SITAPUR,2011,83,3,72,60,51,9,23,308,31,17,575,0,563,1211,2946
UTTAR PRADESH,SITAPUR,2011,9,0,0,0,0,0,4,0,1,0,1,0,4,24,43
UTTAR PRADESH,SITAPUR,2011,88,2,40,58,57,1,8,255,36,8,494,0,460,1154,2603
UTTAR PRADESH,SITAPUR,2011,51,1,33,31,28,3,14,138,3,6,395,0,229,648,1549
UTTAR PRADESH,SITAPUR,2011,117,6,59,95,39,56,40,693,220,37,1355,0,505,2353,5480
UTTAR PRADESH,SITAPUR,2011,150,6,58,172,120,52,20,339,179,40,702,0,574,1797,4037
UTTAR PRADESH,SITAPUR,2011,108,6,84,81,73,8,12,262,157,20,519,0,528,976,2753
UTTAR PRADESH,SONBHADRA,2011,38,0,52,143,120,23,15,76,39,0,119,0,167,739,1388
UTTAR PRADESH,SONBHADRA,2011,27,4,54,96,93,3,5,65,103,3,112,0,50,428,947
UTTAR PRADESH,SONBHADRA,2011,16,6,3,19,8,11,2,12,0,1,4,0,6,50,119
UTTAR PRADESH,SONBHADRA,2011,91,4,165,374,358,16,139,344,279,20,772,0,506,1670,4364
UTTAR PRADESH,SONBHADRA,2011,20,1,28,95,83,12,19,100,18,4,140,0,48,564,1037
UTTAR PRADESH,SONBHADRA,2011,6,0,5,3,3,0,0,1,10,0,10,0,1,30,66
UTTAR PRADESH,SONBHADRA,2011,61,0,49,132,118,14,31,137,39,8,99,0,95,671,1322
UTTAR PRADESH,SONBHADRA,2011,84,2,96,262,231,31,19,181,58,12,346,0,343,1379,2782
UTTAR PRADESH,SONBHADRA,2011,98,1,61,153,135,18,34,114,45,1,121,0,122,671,1421
UTTAR PRADESH,SONBHADRA,2011,37,0,28,67,63,4,12,62,8,1,45,0,47,366,673
UTTAR PRADESH,SONBHADRA,2011,1303,48,1700,3764,3192,572,837,3327,2328,121,5246,2,2915,25513,47104
UTTAR PRADESH,SONBHADRA,2011,69,14,69,115,91,24,45,62,266,26,24,0,52,1674,2416
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,3,0,1,1,1,0,0,2,9,0,2,0,0,82,100
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,10,2,17,38,32,6,1,60,37,5,19,0,4,804,997
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,3,1,4,25,25,0,1,19,0,0,16,0,1,285,355
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,3,1,10,46,44,2,6,42,52,0,1,0,27,246,434
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,9,3,11,46,45,1,1,50,148,0,4,0,6,283,561
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,0,0,3,1,0,1,0,11,4,0,0,0,0,142,161
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,4,4,18,32,32,0,0,32,103,0,29,0,6,407,635
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,7,1,5,39,34,5,2,25,67,0,0,0,10,134,290
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,0,0,0,0,0,0,0,0,0,0,0,0,2,4,6
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,0,0,0,0,0,0,0,0,2,0,0,0,0,12,14
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,9,5,32,43,43,0,0,47,33,1,49,0,49,1347,1615
UTTAR PRADESH,ST.RAVIDASNAGAR,2011,6,0,13,16,15,1,0,17,4,0,0,0,0,627,683
UTTAR PRADESH,SULTANPUR,2011,72,0,25,19,15,4,10,10,1,1,10,0,34,61,243
UTTAR PRADESH,SULTANPUR,2011,1747,83,784,941,660,281,614,1235,2133,282,659,6,1728,11940,22152
UTTAR PRADESH,SULTANPUR,2011,37,2,15,15,9,6,16,102,188,0,58,0,0,1275,1708
UTTAR PRADESH,SULTANPUR,2011,232,3,97,573,206,367,783,1313,390,53,458,0,108,8297,12307
UTTAR PRADESH,SULTANPUR,2011,105,1,29,30,1,29,81,277,252,10,83,0,0,2629,3497
UTTAR PRADESH,SULTANPUR,2011,136,2,45,53,32,21,83,284,552,11,297,0,44,3645,5152
UTTAR PRADESH,SULTANPUR,2011,58,1,6,21,15,6,31,164,193,15,103,1,29,1581,2203
UTTAR PRADESH,SULTANPUR,2011,51,1,14,13,11,2,9,121,150,7,77,0,11,1847,2301
UTTAR PRADESH,SULTANPUR,2011,66,0,7,43,21,22,24,120,294,8,116,1,0,1357,2036
UTTAR PRADESH,SULTANPUR,2011,52,11,16,23,16,7,31,114,229,7,92,0,0,977,1552
UTTAR PRADESH,SULTANPUR,2011,40,0,11,7,6,1,8,64,148,9,62,0,0,845,1194
UTTAR PRADESH,SULTANPUR,2011,27,4,10,17,11,6,18,121,137,1,68,1,0,1313,1717
UTTARAKHAND,TEHRI GARHWAL,2011,60,1,26,28,27,1,35,168,233,14,194,0,265,1104,2128
UTTARAKHAND,TEHRI GARHWAL,2011,50,6,56,30,25,5,43,230,82,4,109,0,284,1279,2173
UTTARAKHAND,TEHRI GARHWAL,2011,49,1,16,27,27,0,57,194,212,4,203,0,285,634,1682
UTTARAKHAND,TEHRI GARHWAL,2011,82,1,20,5,3,2,10,55,21,0,23,0,103,231,551
UTTARAKHAND,TEHRI GARHWAL,2011,37,2,31,24,23,1,19,159,35,1,36,0,125,548,1017
UTTARAKHAND,TEHRI GARHWAL,2011,39,0,18,12,8,4,15,87,131,0,82,0,86,519,989
UTTARAKHAND,TEHRI GARHWAL,2011,81,4,48,57,25,32,80,274,356,8,364,0,467,1262,3001
UTTARAKHAND,TEHRI GARHWAL,2011,47,2,15,20,17,3,52,226,203,23,289,0,196,577,1650
UTTARAKHAND,TEHRI GARHWAL,2011,65,2,42,38,35,3,51,367,237,19,121,0,381,955,2278
